Year,Month,Day,Date,Site_Name,Latitude,Longitude,Temperature_Kelvin,Temperature_Celsius,SSTA,DHW_Stress,Hotspot,ONI_Index,ENSO_Phase,Chlorophyll_A_mgm3,Bleaching_Percent,Damage_State,Temperature_C,Salinity,Dissolved_O2,pH,Nitrate,Depth_m,Distance_to_Shore_km,NDVI,NDWI,Turbidity_NTU
2000,1,10,2000-01-10,Palk Bay North,8.816892990630954,78.51138161988098,300.84079979872854,27.690799798728563,0.15895296431742845,0.0,-0.8425774611042024,-0.47448205978928226,Neutral,0.5148540852645035,1,healthy,27.690799798728563,34.715541055526046,186.0941859912334,7.9422586754895805,7.195920028630627,50.422032860046606,1.4036863470413685,0.09683873998010306,-0.10151511732915314,1.9687865890332572
2000,1,12,2000-01-12,Rameswaram Deep,8.858986591448364,79.1744412493416,299.77600137547284,26.626001375472867,-1.4568469881090167,0.0,-2.863697459074758,-0.5538095610147873,La_Nina,0.15886259198051392,4,healthy,26.626001375472867,34.75217184816713,270.2614032968666,8.20322805336734,2.0204211539659465,17.64361868614384,34.41896608173793,0.05812992687319263,0.3058482946764299,3.2695375099498833
2000,1,16,2000-01-16,Mannar Central,8.002223571631275,78.80480907203803,299.90869572346355,26.758695723463575,0.2861813559391647,2.5959802768524294,0.8049064133186224,-0.10642393989959964,Neutral,0.13453406622328087,24,watch,26.758695723463575,34.83079829971929,233.56312245583825,8.152366626974564,6.272703591569559,38.19246639898047,7.573997128189049,-0.011647862515383356,0.2024051800015097,2.700481603186174
2000,2,1,2000-02-01,Mannar South,8.221681257676005,79.01639078198335,299.0773923969685,25.927392396968514,0.44076155382031035,0.0,-0.6834729963345559,-0.29391726195151346,Neutral,0.3982851038968638,6,healthy,25.927392396968514,34.9979832798788,230.25370676117157,8.156311165668658,2.711359831935379,36.047326245083696,4.1276513722124895,-0.44527415316073043,0.34732133912591406,0.20894475943616475
2000,2,3,2000-02-03,Mannar South,8.18238670082399,79.01229841277556,298.49047334596264,25.340473345962664,0.4071813577750235,0.3319671536261975,0.035072292418620366,-0.20279867538216967,Neutral,0.5924704404793049,3,healthy,25.340473345962664,33.94006977633036,273.48462994864894,7.901738246167534,2.8048571513036316,79.79935952951693,27.681808871987663,-0.10694156134857458,-0.1795039949414466,1.0823968637000674
2000,2,4,2000-02-04,Mudaliar Point,9.211876622291475,79.0674788281605,299.6319739981584,26.481973998158423,-0.8145416910389685,0.0,-1.583063276607422,-0.4182879364968284,Neutral,0.3898073711944732,18,watch,26.481973998158423,34.45451093603538,202.56820075745426,7.936332561292528,5.779792462117355,28.290274754382075,40.25640803019817,-0.11552997260910308,-0.1764922567628271,3.2395017890289948
2000,2,5,2000-02-05,Mannar South,8.18711010611797,79.01018593633617,299.90434902125327,26.75434902125329,0.2183170048965454,0.0,3.2949560529965978,-0.48419169789190625,Neutral,0.566568315844403,9,healthy,26.75434902125329,34.6628988296397,194.81558090525903,7.91572064119653,7.372480875735842,15.809611506003652,26.862156680910918,-0.11194895284385298,-0.2888888359238672,0.2121522722405383
2000,2,14,2000-02-14,Mannar Central,8.015120232173032,78.83427244731449,299.1034249317692,25.953424931769234,0.14229165831430685,0.0,1.9017517937455972,-0.31570429870648736,Neutral,0.1913499884788248,8,healthy,25.953424931769234,34.823865860528805,229.48418779146877,7.7689078283409785,1.0268511014494242,23.828328594241086,36.188285888407904,-0.35264238735165954,-0.0548833980367357,2.8081702466640035
2000,2,19,2000-02-19,Krusadai Island,9.12740010114992,79.19015077616307,300.28236652463613,27.132366524636154,1.2445117828091243,1.6994439719203487,-0.6497013562866432,-0.24079662904037671,Neutral,0.178104387651026,2,healthy,27.132366524636154,34.454540327558355,254.49431305241353,8.169304893431946,3.4847075782230807,24.274193390444093,16.84939379504516,-0.4472651732651724,-0.13543977157515213,0.5983689882868974
2000,2,23,2000-02-23,Mannar North,8.492201214614274,78.17881813613552,300.2189795834632,27.068979583463204,-0.9530358577770089,0.7471950066475577,-0.9469192561833044,-0.3704164924352462,Neutral,0.1462928851345818,18,watch,27.068979583463204,35.03797659340683,230.64613346201236,8.08219210093476,6.697514960488558,56.983837573855894,17.649594803507668,-0.4758299013079836,0.46556863743364857,2.4175284550108445
2000,2,23,2000-02-23,Krusadai Island,9.122455803048076,79.20522118604407,298.548237106092,25.39823710609204,0.1270448206640173,1.1045253799868244,1.3512695887737434,-0.3993631300195075,Neutral,0.23162606918727988,1,healthy,25.39823710609204,34.47112814481844,280.0,8.000363670638917,3.6647670911855945,61.73768776736387,6.327309744081391,-0.39638724891509086,0.42458944967348816,2.666184090579167
